recipe name,Category,Description,Instructions,Grocery Items,Grocery Quantities,Grocery Types,Total Time,Serving Size,Fused Grocery,Total Calories,Total Protein,Total Fat,Total Carbs,Total Cost
Air Fryer Oven Taco Shells,dinner,"Cook corn tortillas in the air fryer the next time you need taco shells. I don't care for the premade, hard taco shells sold at the supermarket, so I developed this recipe in my Cuisinart air fryer oven. These oil-free taco shells are crisp, golden brown, and ready to be stuffed with all your favorite fillings.","Preheat an air fryer to 400 degrees F (200 degrees C).
Place an upside-down mini muffin pan into the air fryer basket. Bend tortillas like taco shells and position them in the indents of the muffin pan to hold the shape.
Air fry on the lowest rack of the preheated air fryer until golden brown and crispy, about 3 minutes. Remove the muffin pan from the air fryer basket. Flip tortillas and place directly into the basket; air fry until the bottom sides are crispy and golden brown, about 1 minute.",street taco corn tortillas,[4.0],,10 mins,4.0,of street taco corn tortillas,320.0,8.0,4.0,60.0,0.8
11 Shrimp Taco Recipes for Any Night of the Week,lunch,"A serial jet-setter and cocktail connoisseur, Hanson has never encountered a beach she didn't want to relax on or a peak she didn't wish to summit. An expert in designing trips with equal parts adventure and tranquility mixed in with cocktails at dive bars and meals at Michelin stars, she dreams of visiting all 195 countries. To fund her adventures, she spends most days writing for the TODAY Show and other online outlets.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Southwest BBQ Chicken Tacos,dessert,"Using prepared barbecue sauce and rotisserie chicken, you can have these easy Southwest-inspired chicken tacos on the table in no time at all.","Combine barbecue sauce, seasoning and hot sauce in a small bowl. Let stand 15 minutes.
Heat oil in a large skillet over medium heat until hot.
Add chicken; cook and stir 3 to 5 minutes or until warmed through.
Add barbecue sauce mixture. Cook 3 to 5 minutes more or until chicken is coated and sauce thickens slightly.
Heat tortillas according to package directions.
Spoon chicken mixture evenly onto the center of each tortilla.
Top each taco evenly with tomatoes, Borden Queso Fresco Fresh Crumbling Cheese and cilantro. Serve with lime wedges.","barbecue sauce
southwest seasoning
hot sauce
olive oil
shredded rotisserie chicken
flour or corn tortillas
chopped tomatoes
borden finely shredded four cheese mexican shreds
coarsely chopped fresh cilantro
lime wedges","[1.0, 1.0, 0.5, 2.0, 3.0, 8.0, 0.5, 0.5, 0.5, 1.0]","cup
tablespoon
teaspoon
teaspoon
cup

cup
cup
cup
",,4.0,"cup of barbecue sauce
tablespoon of southwest seasoning
teaspoon of hot sauce
teaspoon of olive oil
cup of shredded rotisserie chicken
of flour or corn tortillas
cup of chopped tomatoes
cup of borden finely shredded four cheese mexican shreds
cup of coarsely chopped fresh cilantro
of lime wedges",1223.0,80.2,48.7,132.45,2.875
14 Authentic Spanish Tapas Recipes Fit for a Fiesta,lunch,"Authentic Spanish tapas are served as complimentary small plates with each beverage ordered in Spain. As you enjoy happy hour, your taste buds are sated and bellies warmed with the savory (and sometimes spicy) bites. Toasted baguette slices are often served with Manchego cheese and heavenly thin, melt-in-your mouth slices of Jamn Ibrico, a cured ham produced in Spain and Portugal and hailed as the finest ham in the world. And nearly every Spanish table celebrates the region's legendary olive, whether the bright green marinated fruits are served as an appetizer. Other common dishes celebrate Spain's culinary traditions like seafood paella, a colorful rice dish with saffron and a medley of fresh clams, mussels, shrimp, and chorizo; tortilla Espanola, a signature dish of Spain made of potato-filled omelet; and ajo blanco, garlic and Marcona almonds' incredibly creamy answer to gazpacho. Tapas are perfect for laid-back gatherings. Many of these mouthwatering morsels and delectable dishes can be made ahead and served in flights throughout the evening. Whip up a few sangrias to enjoy with your favorite tapas at your own Spanish-inspired soiree. Salud!",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
18 Fun Recipes That Start With Tater Tots,dinner,"They're crunchy on the outside, pillowy on the inside, and these nuggets of potato, better known as Tater Tots, are perfect for dipping and enjoying unadulterated. However, they are a versatile ingredient to use in a variety of different dishes, from breakfast entres to sandwiches and even tatchos (a tater tot-based take on nachos). These tater tot recipes are as fun as they are delicious. Start with this list of recipes with tater tots we love. Soon, we think, the tots will inspire a lot of creativity.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Chicken Tetrazzini for a Crowd,appetizer,"If this is too much, make 2 casseroles; eat one, freeze the other. You can also use turkey breast meat. Avanti!","Preheat oven to 350 degrees F (175 degrees C). Bring a large pot of salted water to a boil. Add uncooked spaghetti (broken into thirds) to the pot and cook for 8 to 10 minutes or until al dente. Drain and set aside.
In a large saucepan, heat soup over low heat. Add shredded cheese (reserve some for topping) and stir together. Then add the cooked shredded chicken, mushrooms, pimento peppers and cooked spaghetti and stir all together. Add enough of the reserved broth to make it 'sloppy' and mix all together.
Pour mixture into a 9x13 inch baking dish. Sprinkle reserved shredded cheese on top and bake in the preheated oven for 25 to 35 minutes or until bubbly.","spaghetti
condensed cream of mushroom soup
shredded cheddar cheese
shredded boiled chicken breast meat
sauteed mushrooms
sliced pimento peppers
reserved chicken broth","[1.0, 3.0, 12.0, 6.0, 1.0, 1.0, 2.0]","pound
 cans
ounces
cup
pound
 jar
cup",,20.0,"pound of spaghetti
 cans of condensed cream of mushroom soup
ounces of shredded cheddar cheese
cup of shredded boiled chicken breast meat
pound of sauteed mushrooms
 jar of sliced pimento peppers
cup of reserved chicken broth",2710.0,276.0,141.0,96.0,10.0
Chicken Tetrazzini I,unknown,My Nana gave me this recipe; it is so good and creamy. A great comfort food. The butter can be halved for less fat.,"Break spaghettini into 1 inch pieces. Cook according to package directions. Drain.
Saute mushrooms in butter or margarine. Cut chicken into large pieces, and mix with mushrooms. Stir in sour cream and condensed soup. Fold in noodles. Turn into a buttered casserole dish, and sprinkle with the Parmesan cheese.
Bake at 300 degrees F (150 degrees C) for 40 minutes.","spaghetti
mushrooms
butter
boneless chicken breast halves
condensed cream of chicken soup
sour cream
grated parmesan cheese","[8.0, 2.0, 0.5, 4.0, 2.0, 1.0, 2.0]","ounces
 cans
cup

 cans
 container
tablespoon",,5.0,"ounces of spaghetti
 cans of mushrooms
cup of butter
of boneless chicken breast halves
 cans of condensed cream of chicken soup
 container of sour cream
tablespoon of grated parmesan cheese",1720.0,120.45,108.0,64.1,8.99
Artichoke Tetrazzini,dinner,Marinated artichokes are the centerpiece in this pasta dish. Recipe can be doubled for a larger crowd.,"Cook linguini in a large pot of boiling salted water until tender.
Meanwhile, saute mushrooms and onion in butter or margarine with thyme. Remove from heat. Stir in flour. Then stir in chicken broth and half and half. Return to heat, and stir until the sauce boils and thickens. Strain artichokes, and stir the liquid into the sauce. Add the fresh Parmesan.
Drain linguini, and toss with sauce. Fold in the strained artichokes. Serve immediately.","linguini pasta
fresh sliced mushrooms
chopped onion
butter
dried thyme
all-purpose flour
condensed chicken broth
half-and-half cream
marinated artichoke hearts
grated parmesan cheese","[1.0, 1.0, 0.25, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 0.25]"," package
cup
cup
tablespoon
teaspoon
tablespoon
 can
cup
 can
cup",,4.0," package of linguini pasta
cup of fresh sliced mushrooms
cup of chopped onion
tablespoon of butter
teaspoon of dried thyme
tablespoon of all-purpose flour
 can of condensed chicken broth
cup of half-and-half cream
 can of marinated artichoke hearts
cup of grated parmesan cheese",573.75,13.65,42.8,15.4,1.8575
14 Tasty Ways to Use Tortillas,dinner,"Amy Cipolla Barnes has over 25 years of freelance writing experience, with focuses on food, family, travel, and lifestyle. She's also a recipe developer and tester and was a 2020 cookbook judge for the International Association of Culinary Professionals (IACP).",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
22 Best Recipes That Start With A Can of Rotel,lunch,"Tangy, spicy, and shelf-stable, canned Rotel is ready to pep up your meals. Made with a mix of red tomatoes and green chilies, Rotel adds a kick to dishes like chili, casseroles, dips, and more. It's perfect for Tex-Mex recipes like Easy Chicken Fajitas or branching out to creations like Charleston Crab and Grits.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
16 Dinners That Start With a Packet of Taco Seasoning,unknown,"Add a dash of spice, warmth, and rich flavor to your next dinner by starting with a recipe that features taco seasoning. Available in easy-to-use, single-serve packets, the blend of spices and cornstarch  cumin, chili powder, garlic powder, and paprika are common ingredients  will act as both a flavor booster and thickener for any recipe. From hearty enchiladas to taco-inspired lasagna, here are our favorite ways to use taco seasoning for dinner.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Chef Johns Best Mexican Recipes,unknown,"Vanessa Greaves is a Senior Editor at Allrecipes with nearly two decades of experience helping home cooks gain confidence in the kitchen. A self-taught cook who grew up reading cookbooks for fun, Vanessa lives and breathes the challenges faced by busy everyday cooks to get dinner on the table.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
12 Chimichanga Recipes to Make At Home,dinner,Corey Williams is a food writer for MyRecipes and Allrecipes. She has a decade of journalism experience.,,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
16 Best Beefy Tex-Mex Recipes,appetizer,"Carl Hanson is a Senior Editor at Allrecipes who has been writing about food and wine for nearly 20 years. He enjoys creating content that informs, entertains, and assists busy home cooks get nourishing meals on the table for their families.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
21 Best Tex-Mex Recipes,lunch,"Carl Hanson is a Senior Editor at Allrecipes who has been writing about food and wine for nearly 20 years. He enjoys creating content that informs, entertains, and assists busy home cooks get nourishing meals on the table for their families.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Lite Brocamole,dessert,"This lite version of guacamole can be used as a delicious appetizer with tortilla chips, or add as a topping to your favorite Tex-Mex recipes. Use more lime juice to make this dip extra tangy.","Boil or steam broccoli until very soft.
In a large bowl, mash broccoli with avocado. Mix in onions, garlic, lime juice, hot pepper sauce, and cilantro until mixture resembles the consistency of mashed potatoes. Season to taste with salt.","avocado
fresh broccoli
red onion
garlic
lime juice
hot pepper sauce
chopped fresh cilantro
salt to taste","[1.0, 1.0, 2.0, 4.0, 2.0, 1.0, 2.0, 1.0]","
large head
tablespoon
cloves
tablespoon
tablespoon
tablespoon
",,16.0,"of avocado
large head of fresh broccoli
tablespoon of red onion
cloves of garlic
tablespoon of lime juice
tablespoon of hot pepper sauce
tablespoon of chopped fresh cilantro
of salt to taste",362.0,5.0,29.2,26.0,1.36
14 Cheap & Easy Thanksgiving Dishes,dinner,"Courtney Kassel is a Brooklyn-based writer and recipe developer with over five years of experience writing and producing food content for various media outlets including Food Network, Food52, Paper Magazine, and more. She is driven by the idea of making the most of every meal, snack, and every bite in between. This means staying on the lookout for new trends and product releases, constantly cooking and experimenting in the kitchen, and spending way too much time on TikTok for ""work."" In her spare time, she also writes Sifted, a newsletter of recipe recommendations and general food musings.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Austrian Jam Cookies,dessert,This recipe belonged to my mother. It is one the many cookies from her Christmas cookie collection.,"In a medium bowl, cream together the butter and sugar. Add the vanilla and egg yolk; mix until fluffy. Stir in the flour, and refrigerate dough for 2 hours.
Preheat oven to 300 degrees F ( 150 degrees C ). Grease cookie sheets.
Measure out the dough by teaspoonfuls, and roll into balls. Dip the balls into chopped almonds and set on the prepared cookie sheet 1 inch apart. With a finger, make an indention in each cookie, fill the indention up with jam using a teaspoon or a pastry bag. Bake in the preheated oven for 15 to 20 minutes, cookies should be golden brown. Remove from pan after baking to cool on a wire rack.","butter
white sugar
vanilla extract
egg yolk
all-purpose flour
chopped almonds
raspberry jam","[0.5, 0.5, 1.0, 1.0, 1.5, 1.0, 1.0]","cup
cup
teaspoon

cup
cup
cup",,36.0,"cup of butter
cup of white sugar
teaspoon of vanilla extract
of egg yolk
cup of all-purpose flour
cup of chopped almonds
cup of raspberry jam",2941.5,39.45,174.0,307.4,2.975
Thumbprint Cookies III,dessert,"Like a butter cookie rolled in nuts with jam in the center. I make these every Christmas to give to relatives and friends. They all love this cookie! For even more flavorful cookies, try using almond extract instead of the vanilla.","Preheat oven to 350 degrees F (175 degrees C).
Beat butter and sugar in large bowl at low speed until mixture becomes fluffy. Separate the eggs and beat in egg yolks, vanilla and salt until blended. Add flour all at once. Beat at low speed, scraping side of bowl often, 2 minutes or until well mixed.
Beat egg whites, slightly.
Roll dough into 1 inch balls and dip each ball into egg whites. Roll in nuts. Place about 1 inch apart on greased sheets. Make a depression in center of each cookie with thumb.
Bake for about 10 minutes or until light brown. Cool on wire rack. Fill with jam. To Make Ahead: Cookies can be frozen after baking if you do not put jam in them. The cookies can also be dusted with confectioners' sugar.","unsalted butter
packed brown sugar
eggs
vanilla extract
salt
all-purpose flour
seedless raspberry jam
finely chopped walnuts","[2.0, 1.0, 4.0, 2.0, 0.25, 4.0, 0.5, 2.0]","cup
cup

teaspoon
teaspoon
cup
cup
cup",,36.0,"cup of unsalted butter
cup of packed brown sugar
of eggs
teaspoon of vanilla extract
teaspoon of salt
cup of all-purpose flour
cup of seedless raspberry jam
cup of finely chopped walnuts",6304.0,99.8,374.0,619.3,11.5325
